CAMPUS,C000A002G16R,C200A002G16R,C2408FR16R,C300A002G16R,C3408FR16R,C400A002G16R,C4408FR16R,CA00A002G16R,CA408FR16R,CB00A002G16R,CB408FR16R,CE00A002G16R,CE408FR16R,CF00A002G16R,CF408FR16R,CH00A002G16R,CH408FR16R,CI00A002G16R,CI408FR16R,CL408FR16R,CM00A002G16R,CM408FR16R,CR00A002G16R,CR408FR16R,CS00A002G16R,CS408FR16R,CW00A002G16R,CW408FR16R
25902041,-1,65,-1,-1,.,.,.,66,37,-1,-1,65,37,71,41,67,33,-1,-1,-1,60,35,67,37,57,-1,65,45
25902101,-1,-1,-1,-1,.,.,.,50,34,47,-1,46,31,53,43,51,27,-1,.,-1,47,26,49,35,-1,-1,50,47
25902106,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,17,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
25902107,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,100,.,-1,.,.,.,.,-1,.,-1,.,.,.,.,.
25902108,66,52,-1,-1,.,.,.,54,22,-1,-1,52,21,53,28,56,20,.,.,-1,54,15,56,24,47,-1,52,20
25902109,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,100,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.
25904001,-1,-1,.,.,.,.,.,58,56,-1,-1,62,-1,58,-1,-1,-1,-1,.,.,57,-1,67,56,77,-1,58,-1
25905001,-1,.,.,.,.,-1,.,59,-1,-1,-1,55,-1,63,-1,-1,-1,-1,.,-1,57,-1,47,-1,-1,-1,59,-1
25905101,-1,-1,-1,.,.,.,.,44,38,.,.,49,-1,50,-1,-1,-1,.,.,-1,39,-1,-1,-1,-1,-1,43,-1
25906001,.,-1,.,.,.,.,.,62,-1,.,.,63,-1,67,-1,-1,-1,.,.,.,59,-1,61,-1,-1,-1,61,-1
25908001,-1,-1,.,.,.,.,.,69,-1,.,.,68,-1,77,-1,73,-1,.,.,.,54,-1,68,-1,-1,-1,69,-1
25909001,.,-1,.,-1,.,.,.,63,.,-1,.,61,.,65,.,67,.,-1,.,.,61,.,-1,.,-1,.,63,.
25909041,-1,-1,-1,-1,.,.,.,66,42,-1,.,63,41,69,64,61,50,.,.,.,63,27,65,43,60,-1,68,35
25909101,-1,-1,-1,-1,.,.,.,67,57,-1,-1,68,45,69,62,60,45,.,.,-1,66,53,80,55,68,-1,72,65
25909102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26901001,-1,-1,.,-1,.,.,.,55,.,-1,.,51,.,57,.,62,.,.,.,.,53,.,-1,.,-1,.,51,.
26901041,51,-1,.,-1,.,.,.,60,41,49,-1,57,33,61,47,55,31,.,.,-1,59,33,57,39,53,32,64,57
26901042,62,-1,-1,-1,.,.,.,62,39,64,40,61,40,64,31,60,37,-1,.,28,60,46,62,38,50,-1,65,45
26901101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26902001,-1,-1,.,.,.,.,.,49,28,55,-1,46,-1,49,-1,-1,-1,.,.,-1,48,-1,-1,-1,-1,-1,46,-1
26902101,-1,-1,.,.,.,.,.,50,-1,56,-1,52,-1,51,-1,52,-1,-1,-1,-1,48,-1,59,-1,-1,-1,37,-1
26903002,-1,-1,-1,.,.,.,.,62,44,57,42,63,43,69,58,77,56,.,.,.,55,34,60,33,-1,-1,54,-1
26903101,-1,-1,.,.,.,.,.,76,42,80,-1,75,35,79,46,87,-1,.,.,-1,73,-1,79,39,-1,-1,69,-1
27903001,-1,-1,.,-1,.,.,.,28,.,-1,.,27,.,39,.,-1,.,-1,.,.,20,.,-1,.,-1,.,30,.
27903003,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,25,.,-1,.,.,.,.,-1,.,-1,.,.,.,-1,.
27903041,51,-1,-1,-1,.,.,.,51,26,-1,-1,48,23,53,31,55,30,-1,-1,29,50,24,51,27,44,-1,50,24
27903101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27903102,60,-1,-1,.,.,.,.,65,40,.,.,63,38,66,42,66,44,.,.,-1,63,38,67,35,74,46,63,36
27903104,54,-1,-1,-1,.,.,.,64,39,-1,-1,64,41,65,47,61,38,.,.,33,64,33,68,40,66,26,65,41
27904001,-1,-1,.,-1,.,-1,.,44,.,-1,.,40,.,46,.,38,.,-1,.,.,43,.,-1,.,-1,.,-1,.
27904002,.,.,.,.,.,.,.,-1,.,.,.,-1,.,50,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.
27904041,47,61,-1,-1,-1,-1,.,53,28,-1,-1,50,27,55,33,49,29,-1,.,24,50,24,54,28,50,12,56,28
27904101,75,.,.,-1,.,.,.,73,50,70,-1,74,47,71,52,72,41,.,.,-1,76,48,79,49,75,-1,74,63
27904102,59,-1,.,-1,.,.,.,63,31,-1,-1,60,33,61,-1,63,-1,-1,.,-1,65,35,60,28,60,-1,62,40
27904103,50,-1,.,.,.,.,.,63,22,-1,-1,57,22,68,25,58,19,.,.,-1,57,20,52,21,-1,-1,75,-1
27904104,-1,-1,.,-1,.,.,.,65,-1,-1,.,61,-1,71,-1,70,-1,.,.,-1,60,-1,70,-1,70,-1,64,-1
28902001,-1,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,47,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
28902004,-1,-1,.,.,.,.,.,36,.,-1,.,35,.,43,.,33,.,-1,.,.,28,.,23,.,-1,.,46,.
28902038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
28902045,55,-1,-1,-1,.,-1,.,61,27,57,-1,59,25,63,24,60,24,-1,-1,18,59,28,56,27,54,13,65,41
28902101,62,-1,-1,.,.,.,.,60,55,-1,-1,60,56,62,48,61,58,.,.,60,57,63,61,53,65,38,56,-1
28902102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
28902103,-1,-1,-1,-1,.,.,.,54,33,-1,-1,53,33,58,41,54,33,-1,.,-1,52,29,53,33,-1,-1,55,38
28902104,70,.,.,-1,.,.,.,61,27,65,-1,61,28,61,26,62,25,.,.,-1,61,27,61,23,73,-1,58,-1
28902105,56,-1,.,-1,.,.,.,52,42,-1,.,51,46,55,32,54,45,-1,.,56,49,53,53,44,56,-1,43,-1
28903001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,35,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
28903041,57,-1,-1,-1,-1,.,.,62,28,-1,-1,60,24,61,32,59,25,.,.,21,62,26,56,21,-1,-1,68,40
28903101,50,-1,-1,.,.,.,.,49,21,-1,-1,49,18,49,19,51,22,.,.,-1,49,22,53,21,48,-1,47,-1
28903104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
28906001,-1,-1,.,.,.,.,.,42,-1,-1,-1,40,-1,39,-1,51,-1,.,.,-1,-1,-1,42,-1,-1,-1,-1,-1
29901001,-1,-1,.,48,.,-1,.,54,.,-1,.,52,.,56,.,54,.,-1,.,.,52,.,50,.,-1,.,55,.
29901003,.,.,.,.,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,-1,.
29901043,47,-1,-1,68,-1,.,.,58,32,-1,-1,54,27,62,40,56,27,-1,-1,21,55,27,53,32,48,-1,63,45
29901101,65,.,.,70,-1,.,.,68,43,-1,.,65,42,72,44,65,38,.,.,45,65,41,62,31,71,29,76,-1
29901102,70,-1,.,-1,-1,.,.,69,50,67,-1,71,45,74,54,69,42,.,.,26,64,46,73,50,63,-1,68,92
29901105,-1,.,.,.,.,.,.,69,.,.,.,-1,.,63,.,-1,.,.,.,.,72,.,-1,.,-1,.,-1,.
29901107,76,-1,.,-1,.,.,.,68,36,-1,-1,69,43,67,-1,70,45,-1,.,-1,68,44,68,24,-1,-1,66,-1
30901001,-1,.,.,-1,-1,.,.,57,55,.,.,56,75,59,-1,-1,-1,.,.,-1,56,63,58,63,-1,-1,58,75
30901101,-1,.,.,-1,.,.,.,65,29,.,.,68,-1,56,-1,-1,-1,-1,.,-1,74,-1,62,29,68,-1,67,33
30902001,.,-1,.,-1,.,.,.,55,.,-1,.,47,.,62,.,-1,.,.,.,.,-1,.,-1,.,-1,.,58,.
30902041,-1,-1,-1,.,.,-1,.,62,51,-1,-1,63,51,62,58,58,58,-1,-1,-1,63,46,58,49,76,47,63,50
30902101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
30902103,-1,-1,-1,.,.,.,.,61,38,-1,.,61,37,59,-1,70,-1,.,.,-1,62,35,62,29,-1,40,60,42
30903001,.,.,.,.,.,.,.,-1,.,.,.,-1,.,33,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
30903041,.,-1,.,.,.,.,.,59,38,.,.,55,40,60,-1,-1,-1,.,.,.,58,36,56,28,83,75,61,33
30903101,-1,.,.,.,.,.,.,61,-1,-1,-1,55,-1,56,-1,-1,-1,.,.,-1,65,-1,69,-1,-1,-1,62,-1
30906001,.,-1,.,.,.,.,.,59,.,.,.,48,.,70,.,-1,.,.,.,.,-1,.,-1,.,-1,.,54,.
30906041,.,-1,-1,.,.,.,.,67,50,.,.,72,-1,73,-1,-1,-1,.,.,.,63,-1,69,-1,-1,-1,70,-1
30906101,.,-1,-1,.,.,.,.,65,-1,-1,.,66,-1,71,-1,-1,-1,.,.,.,59,-1,69,-1,-1,-1,67,-1
31901001,48,.,.,-1,.,.,.,51,.,.,.,51,.,54,.,51,.,.,.,.,49,.,44,.,34,.,-1,.
31901002,39,.,.,.,.,.,.,47,.,.,.,47,.,48,.,46,.,.,.,.,46,.,45,.,42,.,-1,.
31901003,51,.,.,-1,.,.,.,61,.,.,.,61,.,66,.,61,.,.,.,.,56,.,59,.,49,.,-1,.
31901004,42,.,.,-1,.,.,.,54,.,.,.,55,.,55,.,54,.,.,.,.,54,.,50,.,38,.,-1,.
31901006,49,.,.,.,.,.,.,52,31,-1,.,52,32,51,28,53,31,.,.,24,53,33,52,31,-1,.,-1,.
31901007,44,.,.,.,.,.,.,56,.,.,.,56,.,56,.,56,.,.,.,.,55,.,49,.,-1,.,.,.
31901008,-1,.,.,-1,.,.,.,53,.,.,.,52,.,52,.,53,.,.,.,.,53,.,-1,.,.,.,-1,.
31901009,48,.,.,-1,.,.,.,60,.,-1,.,60,.,61,.,60,.,.,.,.,59,.,51,.,51,.,-1,.
31901034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31901042,48,.,.,.,.,.,.,56,27,.,.,56,27,61,30,56,27,.,.,24,51,25,54,27,53,-1,-1,-1
31901043,67,.,.,.,.,.,.,71,40,.,.,71,40,73,40,71,41,.,.,36,68,40,69,40,69,18,-1,-1
31901044,53,.,.,-1,.,.,.,61,45,-1,-1,62,45,61,50,61,44,.,.,32,62,40,60,44,54,26,-1,-1
31901045,52,.,.,.,.,-1,-1,60,34,.,.,60,34,63,41,60,34,.,.,24,58,29,56,33,49,11,-1,.
31901046,50,.,.,.,.,.,.,61,43,-1,.,61,44,61,48,61,43,.,.,29,61,40,58,44,57,19,-1,.
31901047,39,.,.,92,.,.,.,58,27,-1,.,57,26,59,27,58,27,.,.,17,57,27,52,25,57,11,-1,-1
31901048,43,.,.,.,.,.,.,56,24,.,.,56,24,59,29,56,24,.,.,19,53,19,54,24,55,10,.,.
31901051,49,.,.,.,.,.,.,59,36,.,.,59,36,60,42,59,36,.,.,33,58,29,54,34,49,16,-1,.
31901053,47,.,.,.,.,.,.,58,44,-1,.,58,44,59,45,58,44,.,.,38,57,43,57,43,61,37,-1,.
31901054,55,.,.,-1,.,.,.,66,48,-1,.,64,47,66,55,66,48,.,.,36,66,41,61,47,61,22,-1,.
31901055,53,.,.,-1,.,-1,.,65,48,-1,.,65,50,66,48,65,48,.,.,33,65,49,60,47,67,32,-1,.
31901101,68,.,.,.,.,.,.,68,48,.,.,68,48,68,50,68,48,.,.,51,69,46,69,48,72,-1,.,.
31901102,61,.,.,.,.,.,.,63,35,.,.,62,33,65,39,63,35,.,.,41,61,31,60,35,38,-1,.,.
31901103,69,.,.,.,.,.,.,70,38,.,.,70,38,70,-1,70,38,.,.,-1,70,-1,67,-1,-1,-1,-1,.
31901104,72,.,.,.,.,.,.,75,67,.,.,76,68,78,50,75,67,.,.,73,73,74,73,67,66,50,-1,.
31901105,68,.,.,.,.,.,.,71,33,-1,-1,71,33,73,38,71,32,.,.,33,69,30,69,34,-1,-1,-1,.
31901106,70,.,.,.,.,.,.,71,49,.,.,70,50,66,53,71,49,.,.,44,75,48,66,47,81,37,.,.
31901108,80,.,.,.,.,.,.,80,41,.,.,79,40,83,-1,80,41,.,.,38,77,45,81,40,67,-1,.,.
31901109,71,.,.,.,.,.,.,71,40,.,.,70,40,75,-1,71,40,.,.,38,67,-1,72,40,58,-1,.,.
31901110,67,.,.,-1,.,.,.,68,45,.,.,69,45,64,44,68,45,.,.,42,72,45,69,44,58,21,-1,.
31901111,66,.,.,.,.,.,.,74,42,.,.,72,44,72,-1,73,42,.,.,40,75,50,71,40,80,-1,-1,.
31901112,67,.,.,.,.,.,.,62,43,.,.,63,43,67,56,62,43,.,.,43,57,32,64,43,62,-1,.,.
31901113,74,.,.,.,.,.,.,76,34,.,.,75,34,71,40,76,34,.,.,32,80,-1,78,36,83,-1,.,.
31901115,62,.,.,.,.,.,.,64,-1,.,.,64,-1,65,-1,64,-1,.,.,-1,62,-1,62,-1,-1,-1,.,.
31901117,62,.,.,.,.,.,.,66,33,.,.,65,32,65,35,66,33,.,.,25,66,32,70,32,62,-1,.,.
31901120,57,.,.,.,.,.,.,58,27,.,.,58,27,62,33,58,27,.,.,32,55,23,57,29,-1,-1,.,.
31901121,72,.,.,.,.,.,.,72,41,.,.,71,42,75,50,72,41,.,.,44,70,33,67,40,61,-1,-1,.
31901122,67,.,.,.,.,.,.,68,45,.,.,68,45,67,61,68,45,.,.,46,68,30,67,44,48,-1,.,.
31901123,70,.,.,-1,-1,.,.,74,45,.,.,73,47,75,42,74,45,.,.,42,73,48,74,45,68,-1,.,.
31901124,74,.,.,.,.,.,.,74,50,.,.,73,49,71,53,74,50,.,.,55,76,48,71,51,71,-1,.,.
31901126,63,.,.,.,.,.,.,65,37,.,.,65,37,68,50,65,37,.,.,44,62,31,64,37,53,-1,.,.
31901127,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,63,-1,-1,-1,.,.,.,.,.,-1,-1,-1,.,.,.
31901128,67,.,.,.,.,.,.,72,23,.,.,71,22,75,28,71,23,.,.,21,69,20,68,23,68,-1,-1,.
31901129,64,.,.,.,.,.,.,60,-1,.,.,60,-1,62,-1,60,-1,.,.,-1,59,-1,60,-1,58,-1,.,.
31901130,74,.,.,.,.,.,.,75,61,.,.,75,59,79,62,75,61,.,.,67,72,60,75,61,68,-1,.,.
31901131,68,.,.,.,.,.,.,72,61,.,.,72,64,73,71,72,61,.,.,60,70,-1,70,60,63,57,.,.
31901132,64,.,.,.,.,.,.,70,35,.,.,69,37,74,55,70,35,.,.,-1,66,-1,65,29,63,-1,-1,.
31901133,66,.,.,.,.,.,.,69,40,.,.,68,40,70,30,69,40,.,.,38,68,48,67,40,48,-1,.,.
31901134,67,-1,.,-1,.,-1,-1,68,42,.,.,68,44,64,43,68,41,.,.,31,73,41,65,43,61,-1,-1,.
31901135,58,.,.,.,.,.,.,66,36,.,.,65,36,66,40,66,36,.,.,-1,67,-1,60,33,65,-1,-1,.
31901136,77,.,.,.,.,.,.,77,52,.,.,77,52,77,52,77,52,.,.,50,77,53,78,52,74,28,.,.
31901137,82,.,.,100,.,.,.,80,61,.,.,80,65,77,83,80,61,.,.,67,83,55,76,61,67,38,-1,.
31901138,67,.,.,.,.,.,.,64,43,.,.,64,44,65,64,64,43,.,.,54,64,34,67,42,71,-1,.,.
31901139,75,-1,.,-1,.,.,.,77,76,.,.,77,76,78,89,77,76,.,.,82,76,70,79,75,80,73,.,.
31901140,72,.,.,.,.,.,.,69,37,.,.,70,36,68,47,70,37,.,.,42,70,32,71,37,52,-1,-1,.
31901141,66,.,.,.,.,.,.,63,55,.,.,61,55,61,54,63,55,.,.,58,65,55,63,52,62,33,-1,.
31901142,73,.,.,-1,.,.,.,75,74,-1,.,76,74,73,73,75,74,.,.,75,77,75,71,72,75,56,-1,.
31901143,70,.,.,.,.,.,.,69,39,.,.,68,39,73,50,69,38,.,.,45,66,30,67,40,66,-1,-1,-1
31901144,61,.,.,-1,.,.,.,64,65,.,.,64,67,69,-1,64,65,.,.,-1,57,71,63,56,54,60,-1,.
31903001,-1,.,.,-1,.,-1,.,53,.,-1,.,52,.,56,.,52,.,-1,.,.,51,.,-1,.,-1,.,-1,.
31903002,34,.,.,-1,.,.,.,56,.,-1,.,53,.,59,.,56,.,-1,.,.,54,.,52,.,56,.,-1,.
31903003,-1,.,.,.,.,.,.,-1,-1,.,.,-1,-1,24,-1,-1,-1,.,.,.,-1,.,-1,-1,.,.,.,.
31903004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31903005,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,48,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
31903006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31903007,32,.,.,-1,.,.,.,28,.,-1,.,27,.,29,.,28,.,.,.,.,26,.,22,.,-1,.,-1,.
31903008,-1,.,.,-1,.,.,.,60,-1,-1,.,57,-1,62,-1,59,-1,.,.,-1,56,-1,-1,-1,.,.,-1,.
31903041,57,.,.,86,-1,.,.,61,36,-1,.,59,36,62,37,60,35,-1,-1,37,61,36,58,35,54,17,70,70
31903042,42,-1,.,-1,.,.,.,59,29,-1,-1,58,25,63,34,60,29,-1,.,-1,56,25,54,27,58,16,56,-1
31903043,60,.,.,-1,.,-1,.,66,32,-1,-1,67,32,67,45,66,32,-1,.,18,65,23,66,31,59,18,62,-1
31903044,63,.,.,.,.,.,.,66,24,-1,-1,65,24,66,26,65,25,.,.,20,66,23,63,24,59,7,78,-1
31903045,56,.,.,-1,.,.,.,65,37,-1,.,62,35,66,37,63,37,-1,.,17,63,38,61,37,61,11,78,-1
31903102,41,.,.,-1,.,.,.,57,31,.,.,56,32,62,-1,54,29,.,.,-1,53,32,54,31,-1,-1,76,-1
31903103,64,.,.,-1,.,.,.,57,42,-1,-1,56,45,55,45,56,41,-1,-1,-1,59,41,66,42,66,29,71,-1
31903104,68,.,.,.,.,.,.,69,42,.,.,67,42,70,-1,69,42,.,.,-1,68,-1,70,45,-1,-1,.,.
31903105,60,.,.,.,.,.,.,66,31,.,.,67,29,72,42,67,31,.,.,-1,60,-1,66,31,-1,-1,-1,.
31903106,61,.,.,.,.,.,.,70,50,-1,.,68,50,69,55,68,46,.,.,42,70,44,67,49,67,-1,-1,-1
31903107,79,.,.,.,.,.,.,68,39,-1,-1,68,40,65,-1,68,41,.,.,57,71,40,71,36,79,-1,-1,.
31903108,74,.,.,.,.,.,.,69,61,.,.,69,59,73,-1,69,61,.,.,79,66,82,70,61,-1,-1,.,.
31903109,60,.,.,.,.,-1,.,64,36,.,.,63,33,66,35,66,38,.,.,27,63,36,65,33,82,31,-1,-1
31903110,74,.,.,.,.,.,.,75,32,.,.,74,30,76,42,76,38,-1,.,-1,74,-1,74,31,-1,-1,-1,-1
31903111,55,.,.,-1,.,.,.,62,44,.,.,63,37,62,38,64,45,.,.,-1,63,48,67,43,-1,-1,55,-1
31903112,57,.,.,.,.,.,.,66,28,.,.,64,26,74,54,66,29,.,.,-1,60,-1,60,26,50,-1,-1,-1
31903114,60,.,.,.,.,.,.,61,26,.,.,62,27,63,-1,62,24,.,.,-1,60,25,60,26,51,-1,-1,-1
31903116,72,.,.,.,.,.,.,75,39,.,.,73,33,77,50,75,39,.,.,-1,73,35,75,39,71,-1,-1,.
31903117,56,.,.,-1,.,.,.,62,48,.,.,62,40,65,-1,63,46,.,.,-1,60,62,58,48,55,38,53,-1
31903118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31903120,61,.,.,.,.,.,.,57,38,-1,.,58,34,62,38,56,38,.,.,-1,52,38,61,38,48,-1,66,-1
31903122,63,.,.,-1,.,.,.,65,17,-1,.,65,16,67,-1,66,17,.,.,-1,64,16,61,12,64,-1,57,-1
31903123,74,.,.,-1,.,.,.,77,34,-1,.,73,28,77,39,76,34,.,.,-1,77,29,75,34,62,-1,79,-1
31903204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31905001,-1,-1,.,-1,.,.,.,60,.,.,.,58,.,63,.,59,.,.,.,.,57,.,48,.,-1,.,-1,.
31905002,.,.,.,.,.,.,.,-1,.,.,.,-1,.,33,.,-1,.,.,.,.,.,.,-1,.,.,.,-1,.
31905041,61,-1,.,.,.,.,.,59,39,.,.,58,39,67,48,59,39,.,.,41,52,30,59,38,46,15,63,-1
31905101,54,.,.,.,.,.,.,63,50,.,.,62,48,64,36,63,50,.,.,-1,63,75,60,52,-1,-1,-1,.
31905103,55,.,.,.,.,.,.,50,35,.,.,49,38,55,-1,51,36,.,.,-1,44,-1,53,38,-1,-1,-1,-1
31905105,62,-1,.,.,.,.,.,64,33,.,.,64,32,64,31,64,35,.,.,27,64,34,64,32,67,18,-1,-1
31905106,70,.,.,.,.,.,.,65,60,.,.,64,53,68,80,67,60,.,.,83,63,-1,69,56,-1,-1,-1,.
31906001,-1,-1,.,-1,.,.,.,60,.,.,.,59,.,61,.,60,.,-1,.,.,59,.,56,.,-1,.,-1,.
31906002,66,.,.,.,.,.,.,73,.,-1,.,69,.,73,.,73,.,.,.,.,72,.,60,.,39,.,71,.
31906003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31906005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31906041,64,-1,-1,.,.,.,.,69,46,.,.,69,42,71,41,70,45,.,.,31,68,49,66,45,71,29,67,-1
31906042,52,-1,-1,-1,.,.,.,62,41,.,.,61,39,65,38,62,41,.,.,33,59,43,56,40,61,12,-1,-1
31906101,74,.,.,.,.,.,.,72,46,.,.,71,46,66,-1,73,46,.,.,50,76,47,73,46,63,-1,-1,.
31906102,77,.,.,-1,.,.,.,76,71,.,.,75,67,69,-1,76,71,.,.,83,82,89,75,75,-1,-1,-1,.
31906103,58,.,.,.,.,.,.,63,30,.,.,62,31,61,25,63,30,.,.,37,65,38,58,32,50,-1,-1,.
31906104,73,.,.,.,.,.,.,77,47,-1,.,76,50,79,-1,77,47,.,.,-1,76,71,72,47,-1,-1,-1,.
31906105,52,-1,.,-1,.,.,.,64,43,-1,.,62,45,67,47,63,42,-1,.,32,61,40,54,40,53,21,81,-1
31906106,61,.,.,.,.,.,.,60,35,.,.,60,33,62,-1,60,33,-1,-1,-1,57,42,64,35,72,-1,63,-1
31906107,70,-1,.,.,.,.,.,71,41,.,.,70,41,66,43,70,41,.,.,32,75,40,69,39,71,-1,-1,.
31906108,82,.,.,-1,.,.,.,82,61,.,.,81,63,82,-1,82,61,.,.,57,82,62,81,61,83,-1,.,.
31906109,79,.,.,-1,.,.,.,80,62,.,.,79,53,79,-1,80,60,.,.,67,81,67,81,68,56,-1,-1,-1
31906110,60,.,.,.,.,.,.,65,52,-1,.,64,54,63,60,64,54,.,.,60,66,47,70,54,75,-1,-1,-1
31909001,-1,.,.,-1,.,.,.,43,.,.,.,40,.,50,.,42,.,-1,.,.,36,.,32,.,-1,.,-1,.
31909003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31909041,52,-1,-1,-1,.,.,.,57,38,.,.,56,37,64,48,57,37,.,.,33,51,30,54,38,41,-1,60,-1
31909101,66,.,.,-1,.,.,.,69,52,-1,.,68,50,70,47,70,52,.,.,56,68,58,68,52,-1,-1,63,.
31909102,56,-1,.,-1,.,.,.,62,37,-1,-1,61,35,64,45,62,37,.,.,32,60,30,56,35,56,-1,-1,.
31911001,-1,-1,.,.,.,.,.,42,.,.,.,39,.,41,.,41,.,.,.,.,43,.,-1,.,-1,.,-1,.
31911002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31911041,58,.,.,-1,.,.,.,68,26,-1,.,66,25,70,33,68,27,.,.,25,66,21,66,26,65,13,-1,-1
31911102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31911103,63,.,.,.,.,.,.,64,21,-1,.,64,19,64,21,64,21,.,.,-1,63,20,63,19,70,-1,-1,-1
31912001,-1,-1,.,.,.,.,.,52,.,-1,.,50,.,54,.,52,.,.,.,.,51,.,-1,.,-1,.,-1,.
31912003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31912004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31912005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31912007,24,-1,.,.,.,.,.,43,.,-1,.,39,.,44,.,43,.,.,.,.,42,.,20,.,-1,.,-1,.
31912008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
31912009,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.
31912041,49,-1,.,.,.,.,.,54,32,-1,-1,53,30,56,35,54,32,.,.,24,51,29,52,30,47,13,-1,-1
31912042,45,.,.,.,.,.,.,56,34,-1,.,56,33,60,40,56,34,.,.,28,53,29,51,34,42,-1,-1,-1
31912043,49,-1,.,.,.,.,.,58,34,.,.,58,35,58,43,58,34,.,.,26,58,27,54,34,47,-1,-1,.
31912101,64,.,.,.,.,.,.,60,29,.,.,58,27,59,32,60,29,.,.,-1,62,25,64,25,-1,-1,.,.
31912103,63,-1,.,.,.,.,.,72,49,-1,.,72,61,73,47,72,49,.,.,71,71,50,64,60,59,-1,-1,.
31912104,-1,.,.,.,.,.,.,60,54,.,.,58,55,61,59,61,54,.,.,-1,59,-1,70,48,75,-1,-1,.
31912106,61,.,.,.,.,.,.,67,38,.,.,64,32,78,50,67,40,.,.,-1,59,31,70,38,-1,-1,-1,-1
31912108,59,.,.,.,.,.,.,50,32,.,.,54,36,53,-1,51,32,.,.,33,48,38,50,32,69,-1,-1,.
31912109,60,.,.,.,.,.,.,58,26,.,.,58,28,49,43,59,26,.,.,-1,64,18,66,26,78,-1,-1,.
31912110,59,.,.,.,.,.,.,64,33,.,.,62,28,64,28,65,34,.,.,-1,65,38,67,34,-1,-1,-1,-1
31912112,63,.,.,.,.,.,.,66,30,.,.,65,31,64,28,66,30,.,.,26,67,32,64,30,-1,-1,.,.
31912114,66,.,.,.,.,.,.,70,25,.,.,70,24,69,-1,70,25,.,.,32,72,30,70,27,-1,-1,.,.
31912115,72,.,.,.,.,.,.,69,25,.,.,67,25,74,-1,69,25,.,.,-1,63,30,67,26,-1,-1,.,.
